Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Genome	Last_Change	MSL_of_Last_Change	Proposal_for_Last_Change_
3525	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Gorskivirinae	Weillhallvirus		Weillhallvirus wv16Q	ICTV202420857	dsDNA	New,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3526	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Gorskivirinae	Yunamivirus		Yunamivirus Y1MI	ICTV202420860	dsDNA	New,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3527	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Baldwinvirus		Baldwinvirus EM	ICTV202319270	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3528	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus B8	ICTV202319285	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3529	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus B31	ICTV202319283	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3530	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus B55	ICTV202319287	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3531	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus CAb1	ICTV20150264	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3532	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus CAb02	ICTV20150262	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3533	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus EPA1	ICTV202319278	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3534	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus GUMS	ICTV202319288	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3535	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus Henu5	ICTV202319277	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3536	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus HJ01	ICTV202319284	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3537	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus ITTPL	ICTV202319274	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3538	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus JG004	ICTV20150261	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3539	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus kat	ICTV202319280	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3540	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus LCK69	ICTV202319282	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3541	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus MAG1	ICTV201857020	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3542	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus MK	ICTV201857018	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3543	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PA10	ICTV201857017	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3544	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PaGz-1	ICTV202319272	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3545	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PAKP1	ICTV20150259	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3546	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PAKP2	ICTV201857019	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3547	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PAKP4	ICTV20150260	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3548	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PaP1	ICTV20150263	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3549	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PaZq1	ICTV202319276	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3550	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus ph0034	ICTV202319279	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3551	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus phipa10	ICTV202319289	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3552	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus pPA30992aT2	ICTV202319275	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3553	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus Ps12	ICTV202319290	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3554	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PsCh	ICTV202319292	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3555	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus PsIn	ICTV202319291	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3556	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus pv20Sep416	ICTV202319281	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3557	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus SPA01	ICTV202319271	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3558	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus SPA05	ICTV202319273	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3559	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus vippaeumc	ICTV202319224	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3560	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus YS35	ICTV202319286	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3561	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae	Skurskavirinae	Pakpunavirus		Pakpunavirus zigelbrucke	ICTV201857016	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3562	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae		Chemalvirus		Chemalvirus PseuGes254	ICTV202420867	dsDNA	New,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3563	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae		Nankokuvirus		Nankokuvirus Ab03	ICTV20150257	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3564	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae		Nankokuvirus		Nankokuvirus G1	ICTV201857000	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3565	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae		Nankokuvirus		Nankokuvirus KPP10	ICTV20150255	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3566	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae		Nankokuvirus		Nankokuvirus PAKP3	ICTV20150256	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3567	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vandenendeviridae		Nankokuvirus		Nankokuvirus PS24	ICTV201857001	dsDNA	Moved,	40	2024.037B.Vandenendeviridae_1nf_2msf_8ng_1mg_11ns.zip
3568	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Verdandiviridae		Dolusvirus		Dolusvirus pacificense	ICTV202214309	dsDNA	New,	38	2022.002A.Verdandiviridae_nf_Atrospovirales_no.zip
3569	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Verdandiviridae		Dolusvirus		Dolusvirus shimokitaense	ICTV202214308	dsDNA	New,	38	2022.002A.Verdandiviridae_nf_Atrospovirales_no.zip
3570	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Verdandiviridae		Tonitrusvirus		Tonitrusvirus shimokitaense	ICTV202214307	dsDNA	New,	38	2022.002A.Verdandiviridae_nf_Atrospovirales_no.zip
3571	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vertoviridae		Chaovirus		Chaovirus bigenum	ICTV202008718	dsDNA	Renamed,	39	2023.001A.Archaeal_binomials.zip
3572	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vertoviridae		Myohalovirus		Myohalovirus alkaliphilum	ICTV202008719	dsDNA	Renamed,	39	2023.001A.Archaeal_binomials.zip
3573	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vertoviridae		Myohalovirus		Myohalovirus spontanei	ICTV19971368	dsDNA	Renamed,	39	2023.001A.Archaeal_binomials.zip
3574	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bromdenvirus		Bromdenvirus bromden	ICTV202112672	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3575	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bromdenvirus		Bromdenvirus dyoedafos	ICTV202112673	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3576	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bronvirus		Bronvirus bron	ICTV20140383	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3577	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bronvirus		Bronvirus cicholasnage	ICTV202112683	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3578	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bronvirus		Bronvirus dirkdirk	ICTV202112681	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3579	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bronvirus		Bronvirus joedirt	ICTV20140384	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3580	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bronvirus		Bronvirus ohshaghennessy	ICTV202112682	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3581	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Bronvirus		Bronvirus silverleaf	ICTV202112680	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3582	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus archie	ICTV202112666	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3583	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus CELFI	ICTV202112667	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3584	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus faith1	ICTV20140386	dsDNA	Renamed,Moved,	37	2021.089B.R.Vilmaviridae.zip
3585	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus finemlucis	ICTV202112668	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3586	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus guuelaD	ICTV202112669	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3587	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus rumpelstiltskin	ICTV20140385	dsDNA	Renamed,Moved,	37	2021.089B.R.Vilmaviridae.zip
3588	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Faithunavirus		Faithunavirus tourach	ICTV202112670	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3589	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Lumosvirus		Lumosvirus krypton555	ICTV202112664	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3590	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Lumosvirus		Lumosvirus lolly9	ICTV202112662	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3591	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Lumosvirus		Lumosvirus lumos	ICTV202112661	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3592	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Lclasvirinae	Lumosvirus		Lumosvirus whirlwind	ICTV202112663	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3593	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Mclasvirinae	Bongovirus		Bongovirus bongo	ICTV20140411	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3594	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Mclasvirinae	Bongovirus		Bongovirus reindeer	ICTV202112679	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3595	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Mclasvirinae	Reyvirus		Reyvirus aziz	ICTV202112676	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3596	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Mclasvirinae	Reyvirus		Reyvirus estes	ICTV202112677	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3597	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Mclasvirinae	Reyvirus		Reyvirus mrmagoo	ICTV202112678	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3598	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae	Mclasvirinae	Reyvirus		Reyvirus rey	ICTV20140410	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3599	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae		Kumaovirus		Kumaovirus kumao	ICTV202112675	dsDNA	New,	37	2021.089B.R.Vilmaviridae.zip
3600	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Vilmaviridae		Wildcatvirus		Wildcatvirus wildcat	ICTV20165103	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3601	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Winoviridae		Peternellavirus		Peternellavirus peternella	ICTV202113568	dsDNA	New,	37	2021.029B.R.Flavophages_9_families.zip
3602	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Winoviridae		Pippivirus		Pippivirus lotta	ICTV202010015	dsDNA	Renamed,	37	2021.029B.R.Flavophages_9_families.zip
3603	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Winoviridae		Pippivirus		Pippivirus pippi	ICTV202010014	dsDNA	Renamed,	37	2021.029B.R.Flavophages_9_families.zip
3604	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Commandariavirus		Commandariavirus commandaria	ICTV202318264	dsDNA	New,	39	2023.016B.Commandariavirus_ng.zip
3605	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Foxborovirus		Foxborovirus emianna	ICTV202113403	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3606	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Foxborovirus		Foxborovirus foxboro	ICTV202113400	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3607	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Foxborovirus		Foxborovirus GTE8	ICTV202113401	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3608	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Foxborovirus		Foxborovirus kidneybean	ICTV202113402	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3609	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Foxborovirus		Foxborovirus NatB6	ICTV202113404	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3610	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Gruunavirus		Gruunavirus flapper	ICTV202113415	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3611	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Gruunavirus		Gruunavirus GRU1	ICTV202113412	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3612	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Gruunavirus		Gruunavirus GTE5	ICTV202113414	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3613	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Gruunavirus		Gruunavirus turuncu	ICTV202113413	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3614	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Kablunavirus		Kablunavirus buggaboo	ICTV202113397	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3615	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Kablunavirus		Kablunavirus kabluna	ICTV202113396	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3616	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Kablunavirus		Kablunavirus nosilaM	ICTV202113398	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3617	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Pleakleyvirus		Pleakleyvirus pleakley	ICTV202113406	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3618	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Skysandvirus		Skysandvirus lollipop1437	ICTV202113410	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3619	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Skysandvirus		Skysandvirus patio	ICTV202113409	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3620	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Skysandvirus		Skysandvirus skysand	ICTV202113408	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3621	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Sukkupivirus		Sukkupivirus idyn	ICTV202113392	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3622	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Sukkupivirus		Sukkupivirus marietta	ICTV202113394	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3623	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Sukkupivirus		Sukkupivirus nadinerae	ICTV202113393	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3624	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Emilbogenvirinae	Sukkupivirus		Sukkupivirus sukkupi	ICTV202113391	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3625	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Toshachvirinae	Ceetrepovirus		Ceetrepovirus C3PO	ICTV201856763	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3626	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Toshachvirinae	Ceetrepovirus		Ceetrepovirus darwin	ICTV201856765	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3627	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Toshachvirinae	Ceetrepovirus		Ceetrepovirus kimchi1738	ICTV202113417	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3628	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Toshachvirinae	Ceetrepovirus		Ceetrepovirus stickynote	ICTV202113418	dsDNA	New,	37	2021.094B.R.Zierdtviridae.zip
3629	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Toshachvirinae	Ceetrepovirus		Ceetrepovirus zion	ICTV201856764	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3630	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zierdtviridae	Toshachvirinae	Chunghsingvirus		Chunghsingvirus P1201	ICTV201856767	dsDNA	Renamed,	40	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip
3631	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zobellviridae	Cobavirinae	Siovirus		Siovirus americense	ICTV20094389	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3632	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zobellviridae	Cobavirinae	Siovirus		Siovirus coreense	ICTV202012138	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3633	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zobellviridae	Cobavirinae	Siovirus		Siovirus germanense	ICTV202012137	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3634	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zobellviridae	Cobavirinae	Veravirus		Veravirus septentrionalis	ICTV202012140	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3635	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zobellviridae		Citrovirus		Citrovirus coptotermitis	ICTV202012147	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
3636	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Zobellviridae		Icepovirus		Icepovirus bengalense	ICTV202012142	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip
